             1.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
             2.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
             3.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
             4.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
             5.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
             6.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
             7.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
             8.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
             9.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            10.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            11.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            12.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            13.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            14.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            15.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            16.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            17.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            18.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            19.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            20.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
            21.0000000000,             2.0000000000,             0.4000000000,             5.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0040000000,
