q,h,u,conc,q_b,u_b,E,D,R_n,Co,Hyp,coeff_3,t_cpu,case,d_median_input,
20.000224,6.078816677,3.290150873,0.000793863,0.3561619,0.032901506,0.000580704,0.000580703,7.417868973,0.016450754,8,1,19.796875,Grass,0.045,
25.00036958,6.940472325,3.602113576,0.001001537,0.46738227,0.036021132,0.000732208,0.000732207,6.93820816,0.018010568,8,1,22.859375,Grass,0.045,
30.00054307,7.736365545,3.877860077,0.001181959,0.583144839,0.038778595,0.000863696,0.000863694,6.568359732,0.0193893,8,1,22.59375,Grass,0.045,
40.00094503,9.18596171,4.354573462,0.001488227,0.825727789,0.043545728,0.001086606,0.001086601,6.022742301,0.021772867,8,1,24.71875,Grass,0.045,
50.00137073,10.49876288,4.762596448,0.001745748,1.080267685,0.047625957,0.001273752,0.001273746,5.629633483,0.023812982,8,1,22.1875,Grass,0.045,
60.00196176,11.71212301,5.123064524,0.00197045,1.344588842,0.051230638,0.001436838,0.001436829,5.326726758,0.025615323,8,1,23.71875,Grass,0.045,
70.0023583,12.84879663,5.44816456,0.002171169,1.617151361,0.05448164,0.001582349,0.00158234,5.082873527,0.027240823,8,1,24,Grass,0.045,
80.00265971,13.92389513,5.745709734,0.002353442,1.896841571,0.057457094,0.001714351,0.001714344,4.880358036,0.028728549,8,1,20.40625,Grass,0.045,
0.500000004,0.725963148,0.688740201,0,0.003267129,0.006887402,0,0,18.34906239,0.003443701,12,1,22.15625,Grass,0.045,
1.000000011,1.069404574,0.935099808,0,0.008176622,0.009350998,0,0,15.11819385,0.004675499,12,1,19.90625,Grass,0.045,
1.999999996,1.58555373,1.261388976,0,0.020069987,0.01261389,0,0,12.41596412,0.006306945,12,1,21.765625,Grass,0.045,
4.999999975,2.690933254,1.858091414,0,0.064150675,0.018580914,0,0,9.530584866,0.009290457,12,1,23.71875,Grass,0.045,
7.500016019,3.409533113,2.199719366,0.000182159,0.106439257,0.021997194,0.000113846,0.000113846,8.462586458,0.010998597,12,1,23.359375,Grass,0.045,
10.00005358,4.036510024,2.477400904,0.000451502,0.152050859,0.024774009,0.000281968,0.000281968,7.771786642,0.012387005,12,1,19.359375,Grass,0.045,
12.5001024,4.603345445,2.715438706,0.000676124,0.200225793,0.027154386,0.000421981,0.000421981,7.272993417,0.013577194,12,1,21.90625,Grass,0.045,
15.0001616,5.126571046,2.92596386,0.000870803,0.250499514,0.029259637,0.000543188,0.000543188,6.888079001,0.014629819,12,1,25.53125,Grass,0.045,
20.00030835,6.078812658,3.290166925,0.001200356,0.356167116,0.032901666,0.000748066,0.000748065,6.319709623,0.016450835,12,1,20.75,Grass,0.045,
25.00049753,6.94044875,3.602144249,0.001476729,0.467394215,0.036021437,0.000919591,0.000919589,5.909746226,0.018010721,12,1,21.1875,Grass,0.045,
30.00072117,7.736316593,3.877907638,0.001717335,0.583166302,0.038779069,0.001068702,0.001068698,5.593629474,0.019389538,12,1,20.6875,Grass,0.045,
40.00122397,9.185866344,4.35464904,0.002126709,0.825770791,0.043546482,0.001321941,0.001321934,5.127274832,0.021773245,12,1,28.359375,Grass,0.045,
40.00122397,9.185866344,4.35464904,0.002126709,0.825770791,0.043546482,0.001321941,0.001321934,5.127274832,0.021773245,12,1,24.625,Grass,0.045,
60.00243183,11.71197941,5.123167481,0.002773363,1.344669907,0.051231668,0.001720777,0.001720764,4.532368005,0.025615837,12,1,20.9375,Grass,0.045,
70.00285306,12.84870622,5.448241403,0.003043108,1.617219777,0.054482409,0.001886715,0.001886703,4.323963841,0.027241207,12,1,26.09375,Grass,0.045,
80.00330406,13.92389402,5.745756473,0.003288352,1.89688785,0.057457561,0.002037361,0.002037352,4.150886623,0.028728782,12,1,22.0625,Grass,0.045,
0.500000005,0.725963148,0.688740201,0,0.003267129,0.006887402,0,0,13.16081282,0.003443701,20,1,21.1875,Grass,0.045,
1.000000011,1.069404573,0.935099808,0,0.008176622,0.009350998,0,0,10.84348156,0.004675499,20,1,21.28125,Grass,0.045,
1.999999997,1.585553728,1.261388979,0,0.020069987,0.01261389,0,0,8.905314956,0.006306945,20,1,18.203125,Grass,0.045,
5.000009637,2.690939019,1.858091024,0.000201932,0.064150635,0.01858091,0.000090509,0.000090509,6.831543383,0.009290455,20,1,19.484375,Grass,0.045,
7.500057704,3.40955436,2.199717884,0.000808283,0.106439043,0.021997179,0.00036161,0.00036161,6.057781661,0.010998589,20,1,19.953125,Grass,0.045,
10.00012443,4.036533424,2.477404094,0.001285232,0.152051448,0.02477404,0.000574144,0.000574144,5.559295027,0.012387021,20,1,22.8125,Grass,0.045,
12.50020989,4.60336118,2.715452774,0.001685338,0.200228909,0.027154525,0.000751954,0.000751953,5.199333111,0.013577264,20,1,22.828125,Grass,0.045,
15.00031428,5.126565978,2.925996534,0.002033743,0.250507912,0.029259961,0.000906429,0.000906428,4.921525512,0.014629983,20,1,27.8125,Grass,0.045,
20.00057946,6.078723176,3.290259962,0.002626798,0.356197343,0.032902592,0.001168613,0.001168609,4.511244666,0.0164513,20,1,17.71875,Grass,0.045,
25.00090381,6.940273556,3.602293723,0.003127016,0.467452417,0.036022927,0.001389007,0.001388999,4.215286445,0.018011469,20,1,27.671875,Grass,0.045,
30.00127278,7.736049745,3.878112718,0.00356449,0.583258843,0.038781116,0.001581196,0.001581183,3.987055051,0.019390564,20,1,20.359375,Grass,0.045,
40.00212619,9.185411027,4.354963141,0.004312774,0.825949503,0.043549619,0.00190872,0.001908697,3.650307611,0.021774816,20,1,16.734375,Grass,0.045,
50.00304131,10.49793411,4.763131603,0.004947183,1.080631887,0.047631305,0.002185207,0.002185174,3.407621704,0.023815658,20,1,23.890625,Grass,0.045,
60.00380197,11.7111677,5.123639583,0.00550387,1.345041675,0.051236388,0.002426913,0.00242688,3.220658441,0.025618198,20,1,17.34375,Grass,0.045,
70.00451711,12.84794293,5.448694614,0.006003299,1.617623388,0.054486941,0.002643038,0.002643009,3.070173455,0.027243473,20,1,26.359375,Grass,0.045,
80.00527818,13.92321922,5.746176734,0.006458727,1.897304107,0.057461764,0.002839528,0.002839508,2.945185566,0.028730884,20,1,28.234375,Grass,0.045,
             0.5000000060,             0.7259631496,             0.6887402015,             0.0000000000,             0.0032671291,             0.0068874017,             0.0000000000,             0.0000000000,             5.0595582028,             0.0034437010,            40.0000000000,             1.0000000000,            22.6875000000,Grass,             0.0450000000
             1.0000000094,             1.0694045716,             0.9350998079,             0.0000000000,             0.0081766217,             0.0093509980,             0.0000000000,             0.0000000000,             4.1686806828,             0.0046754990,            40.0000000000,             1.0000000000,            24.5000000000,Grass,             0.0450000000
             2.0000063375,             1.5855602848,             1.2613877609,             0.0005663295,             0.0200699291,             0.0126138777,             0.0000974197,             0.0000974198,             3.4156308651,             0.0063069388,            40.0000000000,             1.0000000000,            22.4843750000,Grass,             0.0450000000
             5.0001411649,             2.6910508748,             1.8580626656,             0.0060658105,             0.0641476981,             0.0185806261,             0.0010200499,             0.0010200535,             2.5631318290,             0.0092903133,            40.0000000000,             1.0000000000,            22.5468750000,Grass,             0.0450000000
             7.5003031122,             3.4096839405,             2.1997062590,             0.0091792055,             0.1064373597,             0.0219970576,             0.0015237830,             0.0015237899,             2.2477863801,             0.0109985313,            40.0000000000,             1.0000000000,            21.1406250000,Grass,             0.0450000000
            10.0005641716,             4.0365683852,             2.4774915700,             0.0117196898,             0.1520675644,             0.0247749061,             0.0019250004,             0.0019250039,             2.0439668248,             0.0123874579,            40.0000000000,             1.0000000000,            22.8437500000,Grass,             0.0450000000
            12.5009652701,             4.6031761268,             2.7157260313,             0.0139156695,             0.2002893693,             0.0271572477,             0.0022647699,             0.0022647611,             1.8963044961,             0.0135786302,            40.0000000000,             1.0000000000,            24.8437500000,Grass,             0.0450000000
            15.0015187543,             5.1260626148,             2.9265188336,             0.0158776036,             0.2506420894,             0.0292651745,             0.0025628562,             0.0025628243,             1.7819876682,             0.0146325942,            40.0000000000,             1.0000000000,            19.4062500000,Grass,             0.0450000000
            20.0031699291,             6.0773085660,             3.2914522005,             0.0193291575,             0.3565847007,             0.0329145069,             0.0030748795,             0.0030747556,             1.6123967168,             0.0164572610,            40.0000000000,             1.0000000000,            22.4531250000,Grass,             0.0450000000
            25.0052360194,             6.9377047840,             3.6042522207,             0.0223542986,             0.4682153004,             0.0360425071,             0.0035107836,             0.0035105497,             1.4893670888,             0.0180212611,            40.0000000000,             1.0000000000,            22.2031250000,Grass,             0.0450000000
            30.0070902600,             7.7322720201,             3.8807600900,             0.0250867636,             0.5844541685,             0.0388075882,             0.0038942590,             0.0038939623,             1.3940454751,             0.0194038004,            40.0000000000,             1.0000000000,            24.5468750000,Grass,             0.0450000000
            40.0093391219,             9.1793759761,             4.3586122514,             0.0299552919,             0.8280274435,             0.0435861167,             0.0045536207,             0.0045533889,             1.2525328534,             0.0217930613,            40.0000000000,             1.0000000000,            21.9218750000,Grass,             0.0450000000
            50.0112271614,            10.4896468661,             4.7676750570,             0.0342991875,             1.0837271429,             0.0476767479,             0.0051165927,             0.0051164783,             1.1495478178,             0.0238383753,            40.0000000000,             1.0000000000,            20.9531250000,Grass,             0.0450000000
            60.0144887323,            11.7007072094,             5.1291334890,             0.0382948434,             1.3493729776,             0.0512913326,             0.0056138345,             0.0056137287,             1.0693827821,             0.0256456674,            40.0000000000,             1.0000000000,            24.5468750000,Grass,             0.0450000000
            70.0183442397,            12.8355331712,             5.4550398308,             0.0420370877,             1.6232812793,             0.0545503963,             0.0060618642,             0.0060617544,             1.0042282015,             0.0272751992,            40.0000000000,             1.0000000000,            27.4062500000,Grass,             0.0450000000
            80.0223672484,            13.9087046217,             5.7534019044,             0.0455992179,             1.9044700129,             0.0575340173,             0.0064726702,             0.0064725658,             0.9495167438,             0.0287670095,            40.0000000000,             1.0000000000,            20.1562500000,Grass,             0.0450000000
             0.4999974032,             1.0385001988,             0.4814610568,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            57.6565288040,             0.0024073053,             0.0000000000,             1.0000000000,            18.8437500000,Diam ,             0.2500000000
             0.9999999599,             1.4735177457,             0.6786480602,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            48.4032303804,             0.0033932403,             0.0000000000,             1.0000000000,            43.3906250000,Diam ,             0.2500000000
             1.9999999997,             2.1179140476,             0.9443253856,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            40.3736367524,             0.0047216269,             0.0000000000,             1.0000000000,            39.0468750000,Diam ,             0.2500000000
             5.0000000000,             3.4759545337,             1.4384537978,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            31.5148317760,             0.0071922690,             0.0000000000,             1.0000000000,            39.0937500000,Diam ,             0.2500000000
             7.5000000000,             4.3487961531,             1.7246152121,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            28.1752326858,             0.0086230761,             0.0000000000,             1.0000000000,            18.5000000000,Diam ,             0.2500000000
            10.0000000000,             5.1059218595,             1.9585101917,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            26.0024910007,             0.0097925510,             0.0000000000,             1.0000000000,            28.3281250000,Diam ,             0.2500000000
            12.5000000000,             5.7875981394,             2.1597905900,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            24.4232161252,             0.0107989529,             0.0000000000,             1.0000000000,            17.9687500000,Diam ,             0.2500000000
            15.0000000000,             6.4148270699,             2.3383327152,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            23.1984816032,             0.0116916636,             0.0000000000,             1.0000000000,            18.6406250000,Diam ,             0.2500000000
            20.0000000000,             7.5522105327,             2.6482312580,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            21.3803589726,             0.0132411563,             0.0000000000,             1.0000000000,            19.7500000000,Diam ,             0.2500000000
            24.9999999999,             8.5775414955,             2.9145880569,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            20.0618335559,             0.0145729403,             0.0000000000,             1.0000000000,            27.2343750000,Diam ,             0.2500000000
            29.9999999999,             9.5218950372,             3.1506333438,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            19.0410258180,             0.0157531667,             0.0000000000,             1.0000000000,            20.3750000000,Diam ,             0.2500000000
            39.9999999998,            11.2362378655,             3.5599103969,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            17.5283717183,             0.0177995520,             0.0000000000,             1.0000000000,            24.7031250000,Diam ,             0.2500000000
            49.9999999997,            12.7834672353,             3.9113019245,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            16.4334105598,             0.0195565096,             0.0000000000,             1.0000000000,            22.4062500000,Diam ,             0.2500000000
            59.9999999996,            14.2097670628,             4.2224478230,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            15.5868572300,             0.0211122391,             0.0000000000,             1.0000000000,            24.4843750000,Diam ,             0.2500000000
            69.9999999995,            15.5430195340,             4.5036294168,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            14.9033650840,             0.0225181471,             0.0000000000,             1.0000000000,            20.6562500000,Diam ,             0.2500000000
            59.9999999996,            14.2097670628,             4.2224478230,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            15.5868572300,             0.0211122391,             0.0000000000,             1.0000000000,            22.8281250000,Diam ,             0.2500000000
            69.9999999995,            15.5430195340,             4.5036294168,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            14.9033650840,             0.0225181471,             0.0000000000,             1.0000000000,            25.5937500000,Diam ,             0.2500000000
            79.9999999994,            16.8016377604,             4.7614405893,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            14.3342913756,             0.0238072029,             0.0000000000,             1.0000000000,            25.9062500000,Diam ,             0.2500000000
             0.5000000010,             0.5820385210,             0.8590496728,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            15.3315200569,             0.0042952484,             0.0000000000,             1.0000000000,            22.9062500000,Diam ,             0.0100000000
             1.0000000000,             0.8728289180,             1.1456998954,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,             0.0000000000,            12.5197747821,             0.0057284995,             0.0000000000,             1.0000000000,            21.3750000000,Diam ,             0.0100000000
             2.0000514227,             1.3141552657,             1.5219293146,             0.0015980035,             0.0001147532,             0.0150100124,             0.0007446408,             0.0007446408,            10.1633069117,             0.0076096466,             0.0000000000,             1.0000000000,            22.6406250000,Diam ,             0.0100000000
             5.0003738320,             2.2692348022,             2.2035506536,             0.0046500348,             0.0007335019,             0.0552842342,             0.0021505761,             0.0021505762,             7.6764371524,             0.0110177533,             0.0000000000,             1.0000000000,            28.2968750000,Diam ,             0.0100000000
             7.5007609422,             2.8946672121,             2.5912342905,             0.0063163019,             0.0013038045,             0.0768258948,             0.0029091871,             0.0029091875,             6.7688888390,             0.0129561715,             0.0000000000,             1.0000000000,            27.0156250000,Diam ,             0.0100000000
             5.0003738320,             2.2692348022,             2.2035506536,             0.0046500348,             0.0007335019,             0.0552842342,             0.0021505761,             0.0021505762,             7.6764371524,             0.0110177533,             0.0000000000,             1.0000000000,            33.9375000000,Diam ,             0.0100000000
             5.0003738320,             2.2692348022,             2.2035506536,             0.0046500348,             0.0007335019,             0.0552842342,             0.0021505761,             0.0021505762,             7.6764371524,             0.0110177533,             0.0000000000,             1.0000000000,            38.5156250000,Diam ,             0.0100000000
            12.5017600623,             3.9388979014,             3.1739233578,             0.0087786481,             0.0024784924,             0.1068970737,             0.0040187026,             0.0040187038,             5.7675583655,             0.0158696168,             0.0000000000,             1.0000000000,            20.6093750000,Diam ,             0.0100000000
            15.0023505635,             4.3981611417,             3.4110506797,             0.0097736392,             0.0030719760,             0.1184680877,             0.0044631510,             0.0044631527,             5.4447480547,             0.0170552534,             0.0000000000,             1.0000000000,            20.7812500000,Diam ,             0.0100000000
            20.0036822097,             5.2359957965,             3.8204160145,             0.0114885210,             0.0042627752,             0.1377062010,             0.0052239330,             0.0052239356,             4.9690919330,             0.0191020801,             0.0000000000,             1.0000000000,            51.2031250000,Diam ,             0.0100000000
            25.0051861741,             5.9960340459,             4.1702875503,             0.0129552560,             0.0054548697,             0.1535214878,             0.0058693916,             0.0058693957,             4.6267359452,             0.0208514378,             0.0000000000,             1.0000000000,            21.6406250000,Diam ,             0.0100000000
            30.0068274312,             6.6994329867,             4.4790099912,             0.0142529693,             0.0066464236,             0.1670737270,             0.0064364568,             0.0064364655,             4.3631253639,             0.0223950500,             0.0000000000,             1.0000000000,            50.5156250000,Diam ,             0.0100000000
            40.0104242698,             7.9833111874,             5.0117579753,             0.0165057637,             0.0090260303,             0.1897211649,             0.0074119449,             0.0074119800,             3.9746615288,             0.0250587899,             0.0000000000,             1.0000000000,            41.1250000000,Diam ,             0.0100000000
            50.0143540481,             9.1483397522,             5.4670413998,             0.0184505525,             0.0114013685,             0.2084637334,             0.0082449820,             0.0082450707,             3.6948657271,             0.0273352070,             0.0000000000,             1.0000000000,            21.0625000000,Diam ,             0.0100000000
            60.0186175474,            10.2265586776,             5.8688964928,             0.0201868870,             0.0137740620,             0.2246228846,             0.0089816449,             0.0089818030,             3.4791815844,             0.0293444825,             0.0000000000,             1.0000000000,            31.5937500000,Diam ,             0.0100000000
            70.0232872483,            11.2375213096,             6.2312035698,             0.0217709863,             0.0161454534,             0.2389298818,             0.0096479208,             0.0096481450,             3.3053583786,             0.0311560178,             0.0000000000,             1.0000000000,            48.4531250000,Diam ,             0.0100000000
            80.0284176726,            12.1943033179,             6.5627703620,             0.0232375189,             0.0185162101,             0.2518333100,             0.0102598436,             0.0102601197,             3.1608192363,             0.0328138518,             0.0000000000,             1.0000000000,            28.7500000000,Diam ,             0.0100000000
             2.0422517507,             1.2322186483,             1.6692561088,             0.0130265019,             0.0001601107,             0.0224216038,             0.0032709182,             0.0032693958,            11.5284540756,             0.0033385122,             8.0000000000,             1.0000000000,            86.9687500000,Diam ,             0.0050000000
             2.0401912114,             1.2351262882,             1.6630281582,             0.0122564968,             0.0001564402,             0.0219666475,             0.0030983042,             0.0030967856,            11.5533079884,             0.0033260563,             8.0000000000,             1.0000000000,           111.7812500000,Diam ,             0.0050000000
             2.0366272611,             1.2381350378,             1.6550011888,             0.0112773699,             0.0001507277,             0.0213472389,             0.0028793955,             0.0028779515,            11.5833343066,             0.0033100024,             8.0000000000,             1.0000000000,           140.5468750000,Diam ,             0.0050000000
             2.0366272611,             1.2381350378,             1.6550011888,             0.0112773699,             0.0001507277,             0.0213472389,             0.0028793955,             0.0028779515,            11.5833343066,             0.0033100024,             8.0000000000,             1.0000000000,           121.5468750000,Diam ,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             8.0000000000,             1.0000000000,           145.8593750000,Diam ,             0.0050000000
             2.0406090107,             1.2338193851,             1.6644054289,             0.0119086223,             0.0001523000,             0.0215501110,             0.0030055877,             0.0030032152,            11.5012482018,             0.0033288109,             8.0000000000,             1.0000000000,           118.3593750000,Diam ,             0.0050000000
             2.0057833039,             1.2952328195,             1.5503796506,             0.0018851024,             0.0000888395,             0.0122231405,             0.0007098597,             0.0007096401,            12.4838932549,             0.0031007593,             8.0000000000,             1.0000000000,            91.3593750000,Diam ,             0.0050000000
             2.0057890411,             1.2951796618,             1.5504500808,             0.0018866900,             0.0000889103,             0.0122297499,             0.0007104407,             0.0007102206,            12.4834232406,             0.0031009002,             8.0000000000,             1.0000000000,           159.6562500000,Diam ,             0.0050000000
             2.0015031709,             1.3129693925,             1.5266146982,             0.0006483642,             0.0000422387,             0.0059118582,             0.0002832714,             0.0002831854,            13.0496433340,             0.0038165367,             8.0000000000,             1.0000000000,           126.3750000000,Diam ,             0.0050000000
            12.5427723444,             3.8640241493,             3.2509852202,             0.0033240253,             0.0027760661,             0.0827923582,             0.0018658652,             0.0018643853,             7.7481403890,             0.0065019704,             8.0000000000,             1.0000000000,           157.8125000000,K0_40,             0.0050000000
             2.0187442854,             1.2742997387,             1.5867221940,             0.0059983053,             0.0001502619,             0.0200310901,             0.0018115932,             0.0018109388,            11.8627474961,             0.0031734444,             8.0000000000,             1.0000000000,           153.7343750000,K0_40,             0.0050000000
            12.5346524821,             3.9198514642,             3.2113398815,             0.0028103357,             0.0027278017,             0.0802853142,             0.0016442978,             0.0016432658,             7.8394171192,             0.0160566994,             8.0000000000,             1.0000000000,            88.1093750000,K0_40,             0.0050000000
            12.5282001515,             3.9628029647,             3.1810530035,             0.0025134166,             0.0026652834,             0.0781040925,             0.0015099187,             0.0015092469,             7.9181652002,             0.0190863180,             8.0000000000,             1.0000000000,           160.0468750000,K0_40,             0.0050000000
            12.5220429278,             4.0125640110,             3.1482126489,             0.0022442146,             0.0025967241,             0.0756561352,             0.0013862537,             0.0013858660,             8.0113431424,             0.0188892759,             8.0000000000,             1.0000000000,            61.0468750000,K0_40,             0.0050000000
            12.5742693674,             3.8081583670,             3.3229619169,             0.0042427806,             0.0032445743,             0.0891295333,             0.0023209953,             0.0023150372,             7.6043367452,             0.0199377715,             8.0000000000,             1.0000000000,            94.5156250000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             8.0000000000,             1.0000000000,            47.1250000000,K0_40,             0.0050000000
            12.5332433279,             3.9288613472,             3.2048659567,             0.0027425999,             0.0027148582,             0.0798286877,             0.0016136353,             0.0016126993,             7.8556600293,             0.0192291957,             8.0000000000,             1.0000000000,            72.7031250000,K0_40,             0.0050000000
            12.5353299385,             3.9161759022,             3.2140400663,             0.0028407581,             0.0027331367,             0.0804747893,             0.0016575183,             0.0016564679,             7.8327595856,             0.0192842404,             8.0000000000,             1.0000000000,            95.9843750000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             4.0000000000,             1.0000000000,           308.0781250000,K0_40,             0.0050000000
            12.5247660799,             3.9661348097,             3.1782605112,             0.0027432924,             0.0026519009,             0.0780633460,             0.0015726981,             0.0015725679,             7.8457948100,             0.0152556505,             4.0000000000,             1.0000000000,           481.5468750000,K0_40,             0.0050000000
            12.5575698641,             3.8923060746,             3.2375514399,             0.0052788945,             0.0044055687,             0.0993639840,             0.0024107390,             0.0024081129,             5.7745445344,             0.0155402469,             8.0000000000,             1.0000000000,           302.9531250000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             8.0000000000,             1.0000000000,           324.9375000000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            63.9375000000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,            87.7343750000,K0_40,             0.0050000000
            12.5428471821,             3.8614909629,             3.2526206060,             0.0033509246,             0.0027757003,             0.0828741434,             0.0018770244,             0.0018755412,             7.7448375710,             0.0130104824,             0.0000000000,             1.0000000000,            15.7812500000,K0_40,             0.0050000000
            12.5382310837,             3.8936360458,             3.2301612221,             0.0030350478,             0.0027593729,             0.0815463677,             0.0017430626,             0.0017417613,             7.7945545788,             0.0129206449,             0.0000000000,             1.0000000000,            48.1875000000,K0_40,             0.0050000000
            12.5238865038,             3.9935191731,             3.1603992495,             0.0023365804,             0.0026211243,             0.0765722170,             0.0014296115,             0.0014290784,             7.9755664228,             0.0126415970,             0.0000000000,             1.0000000000,           118.4531250000,K0_40,             0.0050000000
            12.5298696323,             3.9488526402,             3.1906401010,             0.0026009139,             0.0026849977,             0.0788047948,             0.0015502136,             0.0015494219,             7.8924252216,             0.0127625604,             0.0000000000,             1.0000000000,           130.4218750000,K0_40,             0.0050000000
            12.5348441964,             3.9178632751,             3.2127613059,             0.0028262050,             0.0027303038,             0.0803846431,             0.0016513830,             0.0016503376,             7.8358825896,             0.0128510452,             0.0000000000,             1.0000000000,            80.4531250000,K0_40,             0.0050000000
            12.5386062785,             3.8966377258,             3.2283021193,             0.0030067433,             0.0027585851,             0.0814449512,             0.0017309847,             0.0017297381,             7.7985115049,             0.0129132085,             0.0000000000,             1.0000000000,           124.2031250000,K0_40,             0.0050000000
            12.5399868580,             3.8887343736,             3.2340701226,             0.0030797065,             0.0027671850,             0.0818204362,             0.0017626671,             0.0017613443,             7.7851654331,             0.0129362805,             0.0000000000,             1.0000000000,           124.0312500000,K0_40,             0.0050000000
            12.5619913676,             3.8416814461,             3.2897308166,             0.0037318618,             0.0030901635,             0.0865484908,             0.0020881674,             0.0020834930,             7.6745087469,             0.0131589233,             0.0000000000,             1.0000000000,           107.0781250000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             0.0000000000,             1.0000000000,           126.9218750000,K0_40,             0.0050000000
            12.5404745891,             3.8899909112,             3.2332936446,             0.0031090545,             0.0027661467,             0.0817746520,             0.0017582843,             0.0017569524,             7.7353348140,             0.0129331746,             4.0000000000,             1.0000000000,           125.6718750000,K0_40,             0.0050000000
            12.5389249230,             3.8983941499,             3.2271266554,             0.0030293067,             0.0027565175,             0.0813697111,             0.0017246742,             0.0017234277,             7.7505940330,             0.0129085066,             4.0000000000,             1.0000000000,           124.5625000000,K0_40,             0.0050000000
            12.5367327624,             3.9127606691,             3.2164646982,             0.0029075201,             0.0027331107,             0.0806108029,             0.0016716918,             0.0016705561,             7.7781006958,             0.0128658588,             4.0000000000,             1.0000000000,            83.5625000000,K0_40,             0.0050000000
            12.5329266671,             3.9322278911,             3.2024319013,             0.0027466787,             0.0027088015,             0.0796521131,             0.0016027758,             0.0016018507,             7.8145585198,             0.0128097276,             4.0000000000,             1.0000000000,           127.3906250000,K0_40,             0.0050000000
            12.5253732317,             3.9841394419,             3.1666017928,             0.0024098881,             0.0026333796,             0.0770300336,             0.0014534389,             0.0014528717,             7.9150660626,             0.0126664072,             4.0000000000,             1.0000000000,            86.6250000000,K0_40,             0.0050000000
            12.6248656115,             3.7461687258,             3.4006142082,             0.0062480143,             0.0036921210,             0.0951785481,             0.0030477103,             0.0030349043,             7.3801363958,             0.0136024568,             4.0000000000,             1.0000000000,           138.2343750000,K0_40,             0.0050000000
                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,                      NaN,             0.0000000000,                      NaN,                      NaN,                      NaN,             4.0000000000,             1.0000000000,           108.6562500000,K0_40,             0.0050000000
            12.5404745891,             3.8899909112,             3.2332936446,             0.0031090545,             0.0027661467,             0.0817746520,             0.0017582843,             0.0017569524,             7.7353348140,             0.0129331746,             8.0000000000,             1.0000000000,           117.2343750000,K0_40,             0.0050000000
            12.5389249230,             3.8983941499,             3.2271266554,             0.0030293067,             0.0027565175,             0.0813697111,             0.0017246742,             0.0017234277,             7.7505940330,             0.0129085066,             8.0000000000,             1.0000000000,           107.0312500000,K0_40,             0.0050000000
            12.5371134098,             3.9179631212,             3.2125851949,             0.0028779648,             0.0027197577,             0.0802765952,             0.0016570368,             0.0016559223,             7.7892806798,             0.0128503408,             8.0000000000,             1.0000000000,           135.0000000000,K0_40,             0.0050000000
