q,h,u,conc,q_b,u_b,E,D,R_n,Co,Hyp,coeff_3,t_cpu,case,d_median_input,
15.00002096,5.12655202,2.925947284,0.000171153,0.00192441,0.063434756,0.000169686,0.000169686,11.00009533,0.029259473,0,4,135.34375,3a   ,0.045,
20.0000514,6.078816678,3.290122479,0.000314576,0.005189826,0.14424003,0.000311771,0.000311771,10.09828009,0.032901225,0,4,64.765625,3a   ,0.045,
25.00008862,6.940515093,3.602050897,0.000433882,0.008949184,0.217800113,0.000429888,0.000429888,9.447882294,0.036020509,0,4,37.15625,3a   ,0.045,
30.00013168,7.736474412,3.877752331,0.000537096,0.012981371,0.283380385,0.000532018,0.000532018,8.946419222,0.038777523,0,4,36.09375,3a   ,0.045,
40.00023286,9.186231548,4.354368018,0.000711478,0.021506976,0.395283749,0.00070445,0.00070445,8.206668995,0.04354368,0,4,25.234375,3a   ,0.045,
50.00035093,10.49917085,4.762314248,0.000857414,0.030379163,0.488408064,0.00084864,0.00084864,7.673668713,0.047623143,0,4,37.359375,3a   ,0.045,
60.00048325,11.7127032,5.122684508,0.000984257,0.03944427,0.56832588,0.000973883,0.000973883,7.263017841,0.051226845,0,4,40.546875,3a   ,0.045,
70.00062813,12.84950706,5.447728681,0.00109726,0.048626335,0.6385198,0.001085395,0.001085395,6.932379058,0.054477287,0,4,101.890625,3a   ,0.045,
80.00078453,13.92460667,5.745281457,0.001199694,0.057882797,0.701265121,0.001186422,0.001186423,6.657714889,0.057452815,0,4,92.28125,3a   ,0.045,
7.5,3.40952429,2.199720361,0,0,0,0,0,13.4940981,0.021997204,0,4,25.578125,3a   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,25.12077248,0.006887404,4,4,53.796875,3b   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,20.69756234,0.009350998,4,4,41.6875,3b   ,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,16.99807482,0.01261389,4,4,86.921875,3b   ,0.045,
5,2.690932914,1.858091658,0,0,0,0,0,13.04784473,0.018580917,4,4,46.09375,3b   ,0.045,
7.5,3.40952429,2.199720361,0,0,0,0,0,11.59159825,0.021997204,4,4,37.640625,3b   ,0.045,
10.00000602,4.036490869,2.477400878,8.19E-05,0.000405215,0.01527577,6.97E-05,6.97E-05,10.65117947,0.024774009,4,4,43.0625,3b   ,0.045,
12.50001946,4.603325844,2.715432252,0.000211814,0.001788577,0.059111696,0.00018037,0.00018037,9.970573936,0.027154323,4,4,43.40625,3b   ,0.045,
15.00003573,5.126557512,2.925947031,0.000323935,0.00355276,0.105415639,0.000275768,0.000275768,9.44537327,0.02925947,4,4,37.09375,3b   ,0.045,
20.00007542,6.078824828,3.29012202,0.000512778,0.007656503,0.191537516,0.000436321,0.000436321,8.669886419,0.03290122,4,4,33.078125,3b   ,0.045,
25.00012327,6.940526041,3.602050208,0.000670286,0.012179127,0.266787227,0.000570115,0.000570115,8.110597403,0.036020502,4,4,42.078125,3b   ,0.045,
30.00017819,7.73648795,3.877751556,0.000806828,0.0169376,0.332782942,0.000686012,0.000686012,7.67937852,0.038777516,4,4,40.796875,3b   ,0.045,
40.00030606,9.186249378,4.354367535,0.00103805,0.026853187,0.444182024,0.000882089,0.00088209,7.043246667,0.043543675,4,4,29.78125,3b   ,0.045,
50.00045403,10.4991938,4.762313656,0.001232013,0.037064232,0.536261837,0.001046392,0.001046392,6.584900967,0.047623137,4,4,34.671875,3b   ,0.045,
60.00061903,11.71273272,5.122683194,0.001400905,0.04743488,0.615046781,0.001189326,0.001189326,6.231764888,0.051226832,4,4,46.890625,3b   ,0.045,
70.00079933,12.84954396,5.44772636,0.001551587,0.057898168,0.684145288,0.001316743,0.001316743,5.947431794,0.054477264,4,4,30.296875,3b   ,0.045,
80.00099352,13.92465065,5.745278323,0.001688339,0.068416903,0.745868136,0.001432297,0.001432297,5.711231248,0.057452783,4,4,33.359375,3b   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,21.51083735,0.006887404,8,4,29.03125,3c   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,17.72325661,0.009350998,8,4,31.375,3c   ,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,14.55539725,0.01261389,8,4,30.25,3c   ,0.045,
5,2.690932914,1.858091658,0,0,0,0,0,11.17282782,0.018580917,8,4,28.484375,3c   ,0.045,
7.500001201,3.409524862,2.199720344,2.41E-05,0.000042588,0.001715054,1.76E-05,1.76E-05,9.925211366,0.021997203,8,4,33.484375,3c   ,0.045,
10.00001522,4.036494854,2.477400711,0.000229567,0.001345663,0.045761049,0.000167384,0.000167384,9.116904802,0.024774007,8,4,32.78125,3c   ,0.045,
12.50003319,4.603331415,2.715431948,0.000400407,0.003287497,0.098007127,0.000291815,0.000291815,8.533286576,0.02715432,8,4,30.515625,3c   ,0.045,
15.00005453,5.126564701,2.925946595,0.000548143,0.005529519,0.147992366,0.000399327,0.000399327,8.082927955,0.029259466,8,4,33.34375,3c   ,0.045,
20.00010581,6.078835436,3.290121278,0.00079759,0.01049918,0.236901621,0.000580667,0.000580667,7.417947946,0.032901213,8,4,31.59375,3c   ,0.045,
25.00016694,6.940540145,3.60204918,0.001006188,0.015830491,0.312761063,0.000732124,0.000732125,6.938354645,0.036020492,8,4,29.96875,3c   ,0.045,
30.00023652,7.73650561,3.877750244,0.001187383,0.021366268,0.378608054,0.000863549,0.000863549,6.568579222,0.038777502,8,4,34.421875,3c   ,0.045,
40.00039715,9.18627586,4.354364898,0.001494913,0.032779743,0.488982083,0.001086316,0.001086316,6.02308249,0.043543649,8,4,30.09375,3c   ,0.045,
50.00058223,10.49922625,4.762311148,0.001753499,0.044440296,0.579823099,0.001273345,0.001273346,5.630031517,0.047623112,8,4,33.21875,3c   ,0.045,
60.00078793,11.71277143,5.12268068,0.001979069,0.056227859,0.657409697,0.001436284,0.001436285,5.327196492,0.051226807,8,4,30.46875,3c   ,0.045,
70.00101204,12.8495884,5.447724069,0.002180612,0.068083841,0.72540666,0.001581701,0.001581701,5.083359067,0.054477241,8,4,32.546875,3c   ,0.045,
80.00125292,13.92470069,5.745276302,0.002363748,0.079976152,0.786130436,0.001713701,0.001713702,4.880795056,0.057452763,8,4,32.984375,3c   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,18.34905465,0.006887404,12,4,62.953125,3d   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,15.11819363,0.009350998,12,4,34.859375,3d   ,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,12.41596388,0.01261389,12,4,38,3d   ,0.045,
5,2.690932914,1.858091658,0,0,0,0,0,9.53058335,0.018580917,12,4,32.8125,3d   ,0.045,
7.500008223,3.409528283,2.199720196,0.000183027,0.000626624,0.022798505,0.000113847,0.000113847,8.462582595,0.021997202,12,4,93.140625,3d   ,0.045,
10.00002716,4.036500301,2.477400326,0.00045365,0.002632359,0.080870722,0.000281967,0.000281967,7.771788803,0.024774003,12,4,126.8125,3d   ,0.045,
12.50005082,4.603338984,2.715431314,0.000679326,0.005114569,0.137742648,0.000421971,0.000421971,7.273017118,0.027154313,12,4,34.890625,3d   ,0.045,
15.00007855,5.126574372,2.925945761,0.000874906,0.007848179,0.18974529,0.000543162,0.000543162,6.888129908,0.029259458,12,4,43.9375,3d   ,0.045,
20.00014438,6.07884942,3.290120054,0.001205957,0.013733938,0.279916729,0.000747996,0.000747996,6.319816864,0.032901201,12,4,116.703125,3d   ,0.045,
25.00022199,6.940558487,3.602047593,0.001483517,0.019933548,0.355712713,0.000919442,0.000919442,5.909934797,0.036020476,12,4,41.3125,3d   ,0.045,
30.00030973,7.73652845,3.87774826,0.001725103,0.026309404,0.421062977,0.00106845,0.00106845,5.593902726,0.038777483,12,4,112.203125,3d   ,0.045,
40.00051121,9.18630669,4.3543627,0.002136077,0.039349609,0.530109218,0.001321473,0.001321474,5.127675937,0.043543627,12,4,38.125,3d   ,0.045,
50.00074252,10.49926449,4.762309072,0.002482482,0.052589703,0.6196193,0.001534292,0.001534292,4.79172951,0.047623091,12,4,57.796875,3d   ,0.045,
60.00099887,11.71281612,5.122679143,0.002785228,0.065924307,0.695997398,0.00171995,0.001719951,4.532882439,0.051226791,12,4,118.234375,3d   ,0.045,
70.00127729,12.84963986,5.447722898,0.003056142,0.079302822,0.762918723,0.001885819,0.001885821,4.324456389,0.054477229,12,4,49.875,3d   ,0.045,
80.00157585,13.92475689,5.745276306,0.003302638,0.092698237,0.822686544,0.002036519,0.002036521,4.151303369,0.057452763,12,4,69.734375,3d   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,13.16080729,0.006887404,20,4,36.1875,3e   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,10.84348141,0.009350998,20,4,70.75,3e   ,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,8.905314801,0.01261389,20,4,57.453125,3e   ,0.045,
5.000004972,2.690935803,1.858091511,0.000202895,0.000322018,0.012151647,9.05E-05,9.05E-05,6.831541206,0.018580915,20,4,51.53125,3e   ,0.045,
10.00006297,4.03651787,2.477398414,0.001291326,0.006139243,0.154275589,0.000574133,0.000574133,5.55931068,0.024773984,20,4,42.34375,3e   ,0.045,
12.50010295,4.60336307,2.715428428,0.001693254,0.009765145,0.215089826,0.000751906,0.000751906,5.199389969,0.027154284,20,4,51.296875,3e   ,0.045,
15.00014877,5.126604867,2.925942053,0.002043177,0.013578292,0.268461022,0.00090632,0.00090632,4.921637097,0.029259421,20,4,38.875,3e   ,0.045,
20.00025551,6.07889106,3.290115798,0.002638621,0.021519536,0.358606481,0.001168312,0.001168313,4.511485219,0.032901158,20,4,74.9375,3e   ,0.045,
25.00037952,6.940609165,3.602043987,0.003140691,0.029692852,0.433159065,0.001388472,0.001388473,4.215642471,0.03602044,20,4,53.96875,3e   ,0.045,
30.00051836,7.736586494,3.877746132,0.003579643,0.037990554,0.496969577,0.001580396,0.001580397,3.987515119,0.038777461,20,4,21.890625,3e   ,0.045,
40.00083415,9.186377332,4.354364369,0.004330257,0.054771459,0.602960854,0.00190738,0.001907382,3.650922589,0.043543644,20,4,29.1875,3e   ,0.045,
50.00119335,10.49934611,4.762314989,0.004966487,0.071658332,0.689775872,0.002183344,0.002183348,3.408340972,0.04762315,20,4,89.640625,3e   ,0.045,
60.0015867,11.71290996,5.122688291,0.005525014,0.088573543,0.763837946,0.002424704,0.00242471,3.2213996,0.051226883,20,4,47.546875,3e   ,0.045,
70.00201179,12.84973863,5.447738181,0.006026701,0.10548259,0.828764192,0.002640785,0.002640794,3.070845404,0.054477382,20,4,51.9375,3e   ,0.045,
80.00246857,13.92484905,5.74530239,0.006484672,0.122368798,0.886798382,0.002837446,0.002837458,2.945747184,0.057453024,20,4,59.96875,3e   ,0.045,
7.500029782,3.409539615,2.199719208,0.000812135,0.002847331,0.08474961,0.000361612,0.000361612,6.057777301,0.021997192,20,4,87.859375,3e   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,5.05955609,0.006887404,40,4,74.140625,3f   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,4.168680627,0.009350998,40,4,73,3f   ,0.045,
2.000003306,1.585556743,1.261388667,0.000569042,0.000166141,0.006388747,9.74E-05,9.74E-05,3.415627661,0.012613887,40,4,92.265625,3f   ,0.045,
5.00007504,2.690990966,1.858079459,0.006095071,0.006961788,0.157218749,0.001020111,0.001020113,2.563102014,0.018580795,40,4,37.34375,3f   ,0.045,
7.500146245,3.409628901,2.199695762,0.009222566,0.014071722,0.250340894,0.001523723,0.001523729,2.247805272,0.021996958,40,4,34.125,3f   ,0.045,
10.00022598,4.036622871,2.477374355,0.011772151,0.021526438,0.322986732,0.001924468,0.001924481,2.044111369,0.024773744,40,4,32.65625,3f   ,0.045,
12.50032125,4.60345426,2.715422061,0.013973084,0.029138844,0.382859827,0.002263395,0.002263416,1.89662382,0.027154221,40,4,35.578125,3f   ,0.045,
15.00043544,5.126653469,2.925970233,0.015936871,0.036834606,0.434059335,0.00256036,0.002560389,1.782498006,0.029259702,40,4,86.421875,3f   ,0.045,
20.00073769,6.078795238,3.29024698,0.019383874,0.05234796,0.519131885,0.003069322,0.00306937,1.613329074,0.03290247,40,4,35.75,3f   ,0.045,
25.00122134,6.940313458,3.602318746,0.022398194,0.067930127,0.588917588,0.003501709,0.003501761,1.49067764,0.036023188,40,4,85.3125,3f   ,0.045,
30.00190686,7.73597524,3.878232007,0.025120366,0.083535419,0.648578339,0.003882143,0.00388218,1.395598087,0.03878232,40,4,34.390625,3f   ,0.045,
40.00354988,9.18484088,4.35538845,0.029977047,0.114742247,0.747935898,0.004537497,0.004537495,1.254256644,0.043553885,40,4,31.15625,3f   ,0.045,
50.00506157,10.49637577,4.764031192,0.034314839,0.145914561,0.829821407,0.005097834,0.005097833,1.151305361,0.047640312,40,4,34.1875,3f   ,0.045,
60.00666283,11.70797091,5.125282876,0.038312649,0.177057467,0.900180348,0.005593743,0.005593753,1.071082933,0.051252829,40,4,30.78125,3f   ,0.045,
70.00868242,12.84216113,5.451472046,0.042077247,0.20819876,0.962331771,0.006043054,0.006043052,1.005695133,0.054514721,40,4,57.796875,3f   ,0.045,
80.0107899,13.91397369,5.750391058,0.045675031,0.239354194,1.018296733,0.006456651,0.006456649,0.950684464,0.057503911,40,4,35.671875,3f   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,29.24378165,0.006887404,0,6,81.625,4a   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,24.09460116,0.009350998,0,6,30.890625,4a   ,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,19.78792606,0.01261389,0,6,30.96875,4a   ,0.045,
5,2.690932914,1.858091658,0,0,0,0,0,15.18935464,0.018580917,0,6,36.9375,4a   ,0.045,
7.5,3.40952429,2.199720361,0,0,0,0,0,13.4940981,0.021997204,0,6,35.5,4a   ,0.045,
10,4.036488326,2.477400947,0,0,0,0,0,12.40191948,0.02477401,0,6,60.578125,4a   ,0.045,
12.50000875,4.603321645,2.715432402,0.000085781,0.000975095,0.03580074,8.51E-05,8.51E-05,11.61085146,0.027154324,0,6,84.140625,4a   ,0.045,
15.00002097,5.126552075,2.925947255,0.000171153,0.002886614,0.095152119,0.000169686,0.000169686,11.00009546,0.029259473,0,6,33.953125,4a   ,0.045,
20.00005141,6.078816744,3.290122445,0.000314576,0.007784738,0.216360026,0.000311771,0.000311771,10.09828021,0.032901224,0,6,81.359375,4a   ,0.045,
25.00008869,6.940515192,3.602050856,0.000433882,0.013423774,0.326700144,0.000429888,0.000429888,9.447882426,0.036020509,0,6,28.921875,4a   ,0.045,
30.0001319,7.7364741,3.877752515,0.000537097,0.019472063,0.42507068,0.000532018,0.000532018,8.946418728,0.038777525,0,6,29.984375,4a   ,0.045,
40.00023297,9.186230713,4.354368426,0.000711479,0.032260483,0.592925846,0.00070445,0.000704451,8.20666809,0.043543684,0,6,37.9375,4a   ,0.045,
50.00035075,10.49916989,4.762314665,0.000857414,0.045568768,0.732612317,0.000848641,0.000848641,7.673667915,0.047623147,0,6,28.84375,4a   ,0.045,
60.00048288,11.71270229,5.122684877,0.000984258,0.059166428,0.852489011,0.000973884,0.000973884,7.263017217,0.051226849,0,6,27.5,4a   ,0.045,
70.0006277,12.84950625,5.447728988,0.001097261,0.072939524,0.957779855,0.001085395,0.001085395,6.932378591,0.05447729,0,6,31.21875,4a   ,0.045,
80.00078421,13.92460599,5.745281717,0.001199694,0.086824216,1.051897808,0.001186423,0.001186423,6.65771453,0.057452817,0,6,88.828125,4a   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,25.12077248,0.006887404,4,6,75.375,4b   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,20.69756234,0.009350998,4,6,85.234375,4b   ,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,16.99807482,0.01261389,4,6,23.65625,4b   ,0.045,
5,2.690932914,1.858091658,0,0,0,0,0,13.04784473,0.018580917,4,6,66.15625,4b   ,0.045,
7.5,3.40952429,2.199720361,0,0,0,0,0,11.59159825,0.021997204,4,6,32.21875,4b   ,0.045,
10.00000602,4.036490866,2.477400878,8.19E-05,0.000607822,0.022913656,6.97E-05,6.97E-05,10.65117946,0.024774009,4,6,30.6875,4b   ,0.045,
12.50001947,4.603325892,2.715432226,0.000211814,0.002682865,0.088667531,0.00018037,0.00018037,9.970574052,0.027154322,4,6,82.4375,4b   ,0.045,
15.00003575,5.12655756,2.925947007,0.000323935,0.005329139,0.158123444,0.000275768,0.000275768,9.445373365,0.02925947,4,6,34.703125,4b   ,0.045,
20.00007547,6.078824866,3.290122007,0.000512778,0.011484754,0.287306267,0.000436321,0.000436321,8.669886459,0.03290122,4,6,35.59375,4b   ,0.045,
25.00012344,6.94052578,3.602050368,0.000670286,0.018268696,0.400180931,0.000570115,0.000570115,8.110596983,0.036020504,4,6,78.125,4b   ,0.045,
30.00017843,7.736487276,3.877751925,0.000806829,0.025406415,0.49917462,0.000686013,0.000686013,7.679377662,0.038777519,4,6,32.53125,4b   ,0.045,
40.00030601,9.186248225,4.354368076,0.00103805,0.04027981,0.666273331,0.00088209,0.00088209,7.043245625,0.043543681,4,6,24.1875,4b   ,0.045,
50.00045368,10.4991909,4.76231494,0.001232014,0.05559643,0.804393427,0.001046394,0.001046394,6.584898853,0.047623149,4,6,16.40625,4b   ,0.045,
60.00061868,11.7127271,5.12268562,0.001400909,0.071152492,0.922571393,0.001189329,0.001189329,6.231761384,0.051226856,4,6,32.53125,4b   ,0.045,
70.00079903,12.84953467,5.447730273,0.001551593,0.086847558,1.02621984,0.001316748,0.001316748,5.947426733,0.054477303,4,6,23.78125,4b   ,0.045,
80.00099303,13.92463789,5.745283552,0.001688347,0.102625799,1.118804682,0.001432303,0.001432304,5.711225093,0.057452836,4,6,69.3125,4b   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,21.51083735,0.006887404,8,6,66.046875,4c   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,17.72325661,0.009350998,8,6,61.65625,4c   ,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,14.55539725,0.01261389,8,6,53.25,4c   ,0.045,
5,2.690932914,1.858091658,0,0,0,0,0,11.17282782,0.018580917,8,6,49.453125,4c   ,0.045,
7.500001201,3.409524863,2.199720343,2.41E-05,0.000063882,0.002572581,1.76E-05,1.76E-05,9.925211368,0.021997203,8,6,62.703125,4c   ,0.045,
10.00001522,4.036494893,2.477400688,0.000229567,0.002018493,0.068641561,0.000167384,0.000167384,9.116904907,0.024774007,8,6,59.1875,4c   ,0.045,
12.5000332,4.603331447,2.715431932,0.000400407,0.004931245,0.147010681,0.000291815,0.000291815,8.533286637,0.027154319,8,6,50.671875,4c   ,0.045,
15.00005456,5.126564715,2.925946592,0.000548143,0.008294278,0.221988547,0.000399327,0.000399327,8.082927965,0.029259466,8,6,52.140625,4c   ,0.045,
20.00010591,6.078835224,3.290121409,0.000797591,0.015748774,0.355352508,0.000580667,0.000580667,7.417947597,0.032901214,8,6,54.375,4c   ,0.045,
25.0001672,6.940539046,3.602049788,0.001006189,0.023745763,0.469141945,0.000732125,0.000732125,6.938353253,0.036020498,8,6,51.015625,4c   ,0.045,
30.00023691,7.736503031,3.877751588,0.001187386,0.032049468,0.567912838,0.000863551,0.000863551,6.568576512,0.038777516,8,6,61.609375,4c   ,0.045,
40.00039748,9.186267701,4.354368802,0.001494921,0.049169856,0.733475218,0.001086321,0.001086321,6.023076047,0.043543688,8,6,57.796875,4c   ,0.045,
50.00058237,10.49921357,4.762316912,0.001753511,0.066660859,0.86973761,0.001273354,0.001273354,5.630023386,0.047623169,8,6,52.015625,4c   ,0.045,
60.00078805,11.71275429,5.122688187,0.001979085,0.084342395,0.986118259,0.001436296,0.001436296,5.327187181,0.051226882,8,6,52.984375,4c   ,0.045,
70.00101174,12.84956842,5.447732521,0.002180629,0.102126514,1.088114042,0.001581713,0.001581714,5.083349658,0.054477325,8,6,58.03125,4c   ,0.045,
80.00125211,13.92468021,5.745284698,0.002363766,0.11996504,1.179199572,0.001713713,0.001713714,4.880786542,0.057452847,8,6,60.828125,4c   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,18.34905465,0.006887404,12,6,40.078125,4d   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,15.11819363,0.009350998,12,6,47.953125,4d   ,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,12.41596388,0.01261389,12,6,51.734375,4d   ,0.045,
5,2.690932914,1.858091658,0,0,0,0,0,9.53058335,0.018580917,12,6,53.421875,4d   ,0.045,
7.50000822,3.409528296,2.199720187,0.000183027,0.000939936,0.034197753,0.000113847,0.000113847,8.462582638,0.021997202,12,6,66.046875,4d   ,0.045,
10.00002717,4.036500339,2.477400304,0.00045365,0.003948538,0.12130607,0.000281967,0.000281967,7.771788888,0.024774003,12,6,67.046875,4d   ,0.045,
12.50005086,4.603338843,2.715431405,0.000679326,0.007671856,0.206614026,0.000421971,0.000421971,7.273016825,0.027154314,12,6,62.6875,4d   ,0.045,
15.00007862,5.126574048,2.925945958,0.000874907,0.011772275,0.284618054,0.000543162,0.000543162,6.888129349,0.02925946,12,6,67.546875,4d   ,0.045,
20.00014463,6.078848168,3.290120772,0.001205958,0.020600937,0.41987552,0.000747997,0.000747997,6.319815212,0.032901208,12,6,56.125,4d   ,0.045,
25.00022254,6.940555392,3.602049278,0.001483521,0.029900407,0.533570039,0.000919444,0.000919444,5.909931485,0.036020493,12,6,82.765625,4d   ,0.045,
30.00031054,7.736522901,3.877751144,0.001725111,0.039464273,0.631596075,0.001068455,0.001068455,5.593897737,0.038777511,12,6,95.015625,4d   ,0.045,
40.00051192,9.186297003,4.35436737,0.00213609,0.059024744,0.795166297,0.001321481,0.001321482,5.127669329,0.043543674,12,6,94.984375,4d   ,0.045,
50.00074274,10.49925084,4.762315282,0.002482499,0.078885064,0.929432093,0.001534302,0.001534303,4.791721986,0.047623153,12,6,93.359375,4d   ,0.045,
60.00099853,11.71280034,5.122686016,0.002785247,0.098887093,1.04399945,0.001719962,0.001719962,4.532875104,0.05122686,12,6,101.5625,4d   ,0.045,
70.00127648,12.84962273,5.447730097,0.003056163,0.118954962,1.144381488,0.001885832,0.001885833,4.324449489,0.054477301,12,6,43.625,4d   ,0.045,
80.00157427,13.92474191,5.745282374,0.003302655,0.139048024,1.234032611,0.00203653,0.002036532,4.151298065,0.057452824,12,6,89.109375,4d   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,13.16080729,0.006887404,20,6,81.203125,4e   ,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,10.84348141,0.009350998,20,6,89.625,4e   ,0.045,
2,1.585553708,1.261388996,0,0,0,0,0,8.905314801,0.01261389,20,6,67.125,4e   ,0.045,
5.00000497,2.690935828,1.858091493,0.000202895,0.000483027,0.018227464,9.05E-05,9.05E-05,6.831541284,0.018580915,20,6,93.765625,4e   ,0.045,
7.500029748,3.409539719,2.199719131,0.000812135,0.004270994,0.127124368,0.000361612,0.000361612,6.057777555,0.021997191,20,6,38.984375,4e   ,0.045,
10.00006288,4.036517894,2.477398377,0.001291326,0.009208863,0.231413363,0.000574133,0.000574133,5.559310769,0.024773984,20,6,43.1875,4e   ,0.045,
12.50010289,4.603362427,2.715428795,0.001693255,0.014647731,0.322634973,0.000751907,0.000751907,5.199389095,0.027154288,20,6,50.109375,4e   ,0.045,
15.00014883,5.126603146,2.925943048,0.002043181,0.020367483,0.40269215,0.000906322,0.000906322,4.921635037,0.029259431,20,6,86.703125,4e   ,0.045,
20.0002559,6.07888684,3.290118146,0.002638633,0.03227944,0.537911109,0.001168317,0.001168318,4.511481262,0.032901182,20,6,74.078125,4e   ,0.045,
25.00038034,6.940602395,3.60204762,0.003140709,0.044539523,0.649740653,0.00138848,0.001388481,4.215637245,0.036020476,20,6,107.96875,4e   ,0.045,
30.00051972,7.736576468,3.877751333,0.003579669,0.056986228,0.7454572,0.001580408,0.001580409,3.987508535,0.038777513,20,6,84.078125,4e   ,0.045,
40.0008362,9.186361585,4.354372056,0.004330296,0.082157893,0.904445227,0.001907397,0.001907399,3.650914623,0.043543721,20,6,84.671875,4e   ,0.045,
50.00119573,10.49932025,4.762326945,0.00496655,0.107488754,1.034669676,0.002183371,0.002183375,3.408330341,0.04762327,20,6,54.90625,4e   ,0.045,
60.00158933,11.71287515,5.122703737,0.005525097,0.132862121,1.145764227,0.00242474,0.002424746,3.221387482,0.051227037,20,6,71.421875,4e   ,0.045,
70.00201788,12.84969696,5.44775632,0.006026799,0.158226197,1.243154592,0.002640827,0.002640835,3.070832634,0.054477563,20,6,63.0625,4e   ,0.045,
80.00248237,13.92480045,5.745323433,0.006484785,0.183556073,1.330206927,0.002837496,0.002837506,2.945733719,0.057453234,20,6,65.296875,4e   ,0.045,
0.499999999,0.725962938,0.688740393,0,0,0,0,0,5.05955609,0.006887404,40,6,43.21875,4f,0.045,
1,1.06940456,0.935099809,0,0,0,0,0,4.168680627,0.009350998,40,6,58.203125,4f,0.045,
2.00000329,1.58555679,1.261388619,0.000569041,0.000249212,0.0095831,9.74E-05,9.74E-05,3.415627826,0.012613886,40,6,51.140625,4f,0.045,
5.000072098,2.690988162,1.858080302,0.006095099,0.010442727,0.235828885,0.001020115,0.001020117,2.56309995,0.018580803,40,6,55.8125,4f,0.045,
7.500144555,3.409613929,2.199704925,0.009222818,0.021108138,0.375517706,0.001523764,0.00152377,2.247791499,0.021997049,40,6,57.140625,4f,0.045,
10.00023626,4.036578706,2.477404007,0.011772982,0.032291813,0.484499139,0.0019246,0.00192461,2.04407535,0.02477404,40,6,59.703125,4f,0.045,
12.50035458,4.603368602,2.715479827,0.013974754,0.043713113,0.574324939,0.002263655,0.00226367,1.896563369,0.027154798,40,6,58.21875,4f,0.045,
15.00050081,5.126521726,2.926058174,0.015939483,0.055260169,0.651140412,0.002560759,0.002560779,1.7824162,0.029260582,40,6,61.578125,4f,0.045,
20.00089649,6.078578796,3.290390258,0.019388284,0.078537848,0.778776212,0.003069982,0.003070009,1.613218279,0.032903903,40,6,62.59375,4f,0.045,
25.00137528,6.94007375,3.602465353,0.022402975,0.101913923,0.883453466,0.003502403,0.003502435,1.490577551,0.036024654,40,6,50.15625,4f,0.045,
30.00202592,7.735805008,3.878332744,0.025123766,0.125317446,0.972918611,0.003882625,0.003882648,1.395536243,0.038783327,40,6,65.109375,4f,0.045,
40.00354401,9.184906949,4.355356482,0.029975819,0.172107878,1.121888123,0.004537334,0.004537333,1.254274021,0.043553565,40,6,48.890625,4f,0.045,
50.00499675,10.49678886,4.76383753,0.034307012,0.21883405,1.244640557,0.005096838,0.005096843,1.151398799,0.047638375,40,6,60.46875,4f,0.045,
60.00671119,11.70870133,5.124967279,0.038298909,0.265517132,1.350124421,0.005592078,0.005592082,1.071224127,0.051249673,40,6,44.421875,4f,0.045,
70.00874469,12.84329583,5.450995261,0.04205552,0.312183858,1.443281845,0.006040514,0.006040507,1.005893517,0.054509953,40,6,54.296875,4f,0.045,
80.01076692,13.91568591,5.749681864,0.045641387,0.358847475,1.527130251,0.006452852,0.006452852,0.95096189,0.057496819,40,6,36.65625,4f,0.045,End of batch 1 sims here
0.499998562,0.981963593,0.509182383,0,0,0,0,0,53.0325714,0.002545912,0,1,18.171875,B1_0 ,0.2,
0.999999985,1.402478538,0.713023378,0,0,0,0,0,44.37541445,0.003565117,0,1,18.734375,B1_0 ,0.2,
2,2.026621014,0.986864336,0,0,0,0,0,36.91511837,0.004934322,0,1,41.078125,B1_0 ,0.2,
5,3.345027134,1.494756186,0,0,0,0,0,28.73364446,0.007473781,0,1,36.53125,B1_0 ,0.2,
